,t,x,y,ω
1,0.016000000000000014,0.268,0.141,-29.8
2,0.032999999999999474,0.274,0.135,-106.5
3,0.04999999999999982,0.274,0.123,-117.7
4,0.06700000000000017,0.271,0.111,-172.9
5,0.08300000000000018,0.271,0.08975,-205.9
6,0.09999999999999964,0.262,0.0718,-181.4
7,0.11699999999999999,0.262,0.05684,-92.1
8,0.13399999999999945,0.262,0.05684,0.0
9,0.1509999999999998,0.262,0.05684,-52.8
10,0.16699999999999982,0.259,0.04787,-151.7
11,0.18400000000000016,0.262,0.03291,-174.7
12,0.20099999999999962,0.259,0.02094,-253.4
13,0.21799999999999997,0.256,-0.005983,-322.3
14,0.23399999999999999,0.247,-0.02693,-257.1
15,0.25099999999999945,0.238,-0.04188,-225.1
16,0.2679999999999998,0.232,-0.05684,-199.1
17,0.28500000000000014,0.22,-0.06582,-214.1
18,0.3019999999999996,0.211,-0.08078,-199.3
19,0.3179999999999996,0.208,-0.08975,-316.1
20,0.33499999999999996,0.19,-0.117,-464.2
21,0.3519999999999994,0.163,-0.132,-355.7
22,0.3689999999999998,0.145,-0.138,-343.2
23,0.3849999999999998,0.121,-0.147,-364.7
24,0.40200000000000014,0.112,-0.165,-365.7
25,0.4189999999999996,0.09424,-0.182,-347.9
26,0.43599999999999994,0.08227,-0.197,-343.9
27,0.45199999999999996,0.05834,-0.206,-334.8
28,0.4689999999999994,0.04039,-0.2,-310.1
29,0.48599999999999977,0.01945,-0.206,-403.5
30,0.5030000000000001,-0.007479,-0.2,-364.1
31,0.5199999999999996,-0.02543,-0.212,-222.2
32,0.5359999999999996,-0.0374,-0.221,-276.7
33,0.5529999999999999,-0.06133,-0.212,-373.6
34,0.5699999999999994,-0.08526,-0.209,-300.6
35,0.5869999999999997,-0.09723,-0.197,-315.6
36,0.6029999999999998,-0.121,-0.188,-396.8
37,0.6200000000000001,-0.148,-0.18,-327.4
38,0.6369999999999996,-0.163,-0.171,-322.4
39,0.6539999999999999,-0.184,-0.153,-326.9
40,0.6699999999999999,-0.19,-0.135,-238.9
41,0.6870000000000003,-0.199,-0.123,-153.4
42,0.7039999999999997,-0.211,-0.123,-223.0
43,0.7210000000000001,-0.22,-0.09873,-270.3
44,0.7379999999999995,-0.217,-0.08377,-174.7
45,0.7539999999999996,-0.226,-0.07479,-260.3
46,0.7709999999999999,-0.259,-0.05684,-259.5
47,0.7880000000000003,-0.265,-0.04488,-201.9
48,0.8049999999999997,-0.274,-0.02693,-268.8
49,0.8209999999999997,-0.283,-0.002992,-275.9
50,0.8380000000000001,-0.283,0.01795,-304.7
51,0.8549999999999995,-0.283,0.04787,-303.8
52,0.8719999999999999,-0.28,0.06881,-277.3
53,0.8890000000000002,-0.271,0.09274,-297.1
54,0.9050000000000002,-0.265,0.117,-265.3
55,0.9219999999999997,-0.301,0.159,-246.0
56,0.9390000000000001,-0.292,0.182,-219.6
57,0.9559999999999995,-0.289,0.203,-268.2
58,0.9719999999999995,-0.265,0.23,-318.6
59,0.9889999999999999,-0.247,0.254,-266.1
60,1.0060000000000002,-0.229,0.272,-309.8
61,1.0229999999999997,-0.196,0.293,-360.0
62,1.0389999999999997,-0.178,0.335,-280.5
63,1.056,-0.157,0.347,-197.9
64,1.0729999999999995,-0.139,0.356,-195.7
65,1.0899999999999999,-0.115,0.359,-266.5
66,1.1070000000000002,-0.08227,0.374,-238.7
67,1.1230000000000002,-0.06432,0.374,-213.6
68,1.1399999999999997,-0.0344,0.377,-284.4
69,1.157,-0.001496,0.383,-271.8
70,1.1739999999999995,0.02543,0.374,-270.8
71,1.1899999999999995,0.05834,0.374,-233.3
72,1.2069999999999999,0.07629,0.368,-210.4
73,1.2240000000000002,0.103,0.362,-263.5
74,1.2409999999999997,0.13,0.347,-243.5
75,1.2569999999999997,0.151,0.338,-241.0
76,1.274,0.178,0.326,-237.6
77,1.2909999999999995,0.193,0.308,-262.7
78,1.3079999999999998,0.22,0.287,-268.5
79,1.3250000000000002,0.232,0.266,-251.2
80,1.3410000000000002,0.25,0.242,-242.4
81,1.3579999999999997,0.253,0.218,-227.3
82,1.375,0.271,0.2,-255.4
83,1.3919999999999995,0.28,0.177,-278.9
84,1.4079999999999995,0.286,0.147,-254.1
85,1.4249999999999998,0.286,0.126,-231.0
86,1.4420000000000002,0.289,0.102,-261.6
87,1.4589999999999996,0.292,0.07778,-288.4
88,1.4749999999999996,0.28,0.04787,-352.0
89,1.492,0.274,0.01496,-308.9
90,1.5089999999999995,0.265,-0.002992,-270.4
91,1.5259999999999998,0.259,-0.02693,-254.3
92,1.5430000000000001,0.241,-0.03889,-258.9
93,1.5590000000000002,0.241,-0.06283,-348.3
94,1.5759999999999996,0.22,-0.08377,-462.2
95,1.593,0.196,-0.114,-428.3
96,1.6099999999999994,0.178,-0.126,-371.6
97,1.6259999999999994,0.166,-0.153,-367.4
98,1.6429999999999998,0.145,-0.159,-370.6
99,1.6600000000000001,0.115,-0.165,-367.8
100,1.6769999999999996,0.09723,-0.168,-375.3
101,1.694,0.0703,-0.171,-501.1
102,1.71,0.04039,-0.171,-404.2
103,1.7269999999999994,0.02842,-0.182,-411.1
104,1.7439999999999998,-0.001496,-0.185,-500.5
105,1.7610000000000001,-0.02543,-0.182,-452.2
106,1.7770000000000001,-0.04936,-0.177,-411.1
107,1.7939999999999996,-0.0703,-0.177,-450.9
108,1.811,-0.103,-0.174,-395.9
109,1.8279999999999994,-0.115,-0.165,-329.8
110,1.8439999999999994,-0.139,-0.156,-378.1
111,1.8609999999999998,-0.151,-0.138,-396.9
112,1.8780000000000001,-0.163,-0.114,-409.1
113,1.8949999999999996,-0.181,-0.09873,-298.1
114,1.912,-0.187,-0.08676,-156.4
115,1.928,-0.187,-0.08078,-284.1
116,1.9449999999999994,-0.196,-0.05385,-458.9
117,1.9619999999999997,-0.235,-0.03291,-248.5
118,1.979,-0.268,-0.03291,-141.0
119,1.995,-0.265,-0.01496,-226.7
120,2.0119999999999996,-0.289,0.002992,-269.3
121,2.029,-0.295,0.02992,-334.3
122,2.0460000000000003,-0.301,0.06283,-231.5
123,2.0620000000000003,-0.298,0.0718,-195.1
124,2.0789999999999997,-0.289,0.09573,-194.3
125,2.096,-0.295,0.108,-212.3
126,2.1129999999999995,-0.283,0.135,-334.4
127,2.13,-0.271,0.165,-271.8
128,2.146,-0.265,0.182,-250.8
129,2.1630000000000003,-0.238,0.197,-294.3
130,2.1799999999999997,-0.235,0.23,-222.8
131,2.197,-0.247,0.266,-164.0
132,2.213,-0.229,0.272,-266.8
133,2.2299999999999995,-0.205,0.305,-341.8
134,2.247,-0.181,0.332,-254.3
135,2.2640000000000002,-0.163,0.344,-211.3
136,2.2809999999999997,-0.139,0.353,-221.5
137,2.2969999999999997,-0.115,0.356,-228.4
138,2.314,-0.09125,0.371,-284.7
139,2.3309999999999995,-0.05535,0.377,-284.8
140,2.348,-0.02842,0.38,-268.7
141,2.364,0.004488,0.386,-309.9
142,2.3810000000000002,0.04039,0.377,-269.2
143,2.3979999999999997,0.06432,0.377,-219.6
144,2.415,0.08825,0.368,-254.4
